datetime,air_risk_score,risk_CO,risk_NO2,risk_NOx,risk_weather
2004-03-17 07:00:00,0.41333333333333333,0.16,0.42,0.5333333333333333,0.0
2004-03-17 08:00:00,0.6980000000000001,0.41,0.54,1.0,0.0
2004-03-17 09:00:00,0.786,0.6599999999999999,0.635,1.0,0.0
2004-03-17 10:00:00,0.7273333333333334,0.43,0.67,0.9333333333333333,0.0
2004-03-17 11:00:00,0.6226666666666667,0.29,0.675,0.7366666666666667,0.0
2004-03-17 12:00:00,0.6139999999999999,0.25,0.71,0.7,0.0
2004-03-17 13:00:00,0.6340000000000001,0.27999999999999997,0.765,0.68,0.0
2004-03-17 14:00:00,0.5126666666666666,0.26,0.615,0.5366666666666666,0.0
2004-03-17 15:00:00,0.42800000000000005,0.2,0.52,0.45,0.0
2004-03-17 16:00:00,0.5640000000000001,0.29,0.645,0.62,0.0
2004-03-17 17:00:00,0.474,0.25,0.57,0.49,0.0
2004-03-17 18:00:00,0.8146666666666668,0.5,0.79,0.9966666666666667,0.0
2004-03-17 19:00:00,0.9400000000000001,0.76,0.97,1.0,0.0
2004-03-17 20:00:00,0.8980000000000001,0.67,0.91,1.0,0.0
2004-03-17 21:00:00,0.8740000000000001,0.5700000000000001,0.9,1.0,0.0
2004-03-17 22:00:00,0.5973333333333334,0.27999999999999997,0.68,0.6733333333333333,0.0
2004-03-17 23:00:00,0.5433333333333333,0.26,0.635,0.5933333333333334,0.0
2004-03-18 00:00:00,0.4833333333333333,0.22999999999999998,0.58,0.5133333333333333,0.0
2004-03-18 01:00:00,0.3646666666666667,0.13999999999999999,0.535,0.30666666666666664,0.0
2004-03-18 02:00:00,0.2773333333333333,0.1,0.44,0.20333333333333334,0.0
2004-03-18 03:00:00,0.26066666666666666,0.06999999999999999,0.415,0.20166666666666666,0.0
2004-03-18 04:00:00,0.24900000000000005,0.06499999999999999,0.39,0.2,0.0
2004-03-18 05:00:00,0.17533333333333334,0.06,0.285,0.12333333333333334,0.0
2004-03-18 06:00:00,0.24666666666666665,0.06999999999999999,0.355,0.22666666666666666,0.0
2004-03-18 07:00:00,0.38533333333333336,0.15,0.425,0.4633333333333333,0.0
2004-03-18 08:00:00,0.742,0.47000000000000003,0.62,1.0,0.0
2004-03-18 09:00:00,0.8340000000000001,0.6599999999999999,0.755,1.0,0.0
2004-03-18 10:00:00,0.79,0.45,0.75,1.0,0.0
2004-03-18 11:00:00,0.6586666666666667,0.27999999999999997,0.76,0.7466666666666667,0.0
2004-03-18 12:00:00,0.5499999999999999,0.22000000000000003,0.695,0.57,0.0
2004-03-18 13:00:00,0.5086666666666667,0.22000000000000003,0.665,0.49666666666666665,0.0
2004-03-18 14:00:00,0.4806666666666667,0.22999999999999998,0.63,0.45666666666666667,0.0
2004-03-18 15:00:00,0.4986666666666667,0.22000000000000003,0.64,0.49666666666666665,0.0
2004-03-18 16:00:00,0.6233333333333334,0.27999999999999997,0.845,0.5733333333333334,0.0
2004-03-18 17:00:00,0.5733333333333334,0.27,0.745,0.5533333333333333,0.0
2004-03-18 18:00:00,0.6713333333333334,0.37,0.78,0.7133333333333334,0.0
2004-03-18 19:00:00,0.8113333333333335,0.51,0.84,0.9333333333333333,0.0
2004-03-18 20:00:00,0.8220000000000001,0.51,0.88,0.92,0.0
2004-03-18 21:00:00,0.5713333333333334,0.32,0.675,0.5933333333333334,0.0
2004-03-18 22:00:00,0.45600000000000007,0.21000000000000002,0.605,0.43,0.0
2004-03-18 23:00:00,0.3586666666666667,0.16999999999999998,0.495,0.31666666666666665,0.0
2004-03-19 00:00:00,0.42000000000000004,0.2,0.53,0.42,0.0
2004-03-19 01:00:00,0.36133333333333334,0.16,0.48,0.3433333333333333,0.0
